Company name Latin alphabet,NACE Rev. 2 main section,NACE_Section,Founded_Year,Company_Age,Status,Number of employees 2024,Number of employees 2023,Number of employees 2022,Number of employees 2021,Number of employees 2020,Number of employees 2019,Emp_Growth,max_employees,Scaler 2024,Scaler 2023,Gazelle 2024,Gazelle 2023,HighGrowthFirm 2024,aagr 2024,Legal_Form,B2B_or_B2C,Industry,Company_Description,Key_Activities,Scaler_2024,Gazelle_2024
HAGEN DRZYSGA GMBH,F - Construction,F,1995,29,Active,30,30.0,27.0,27,25.0,34.0,-0.11764705882352941,34.0,0,0.0,0.0,0.0,0,3.574416865128627,GmbH,Both,Sanitärtechnik (Sanitary installation),"A master company (Meisterbetrieb) based in Bremen, Germany","Sanitary installation, maintenance and repair; heating, maintenance and repair; sewer renovation, sewer cleaning and others",0,0
SYSGEN SYSTEME UND INFORMATIKANWENDUNGEN NIKISCH GMBH,J - Information and communication,J,1995,29,Active,19,22.0,24.0,20,17.0,,,24.0,0,0.0,0.0,0.0,0,-1.69524275084415,GmbH,B2B,Computer programming activities,sysGen Systeme und Informatikanwendungen Nikisch GmbH is a Bremen-based IT solutions provider specializing in system integration and software development for various industries.,"Customized IT solutions including DGX und HGX KI-Lösungen, HPC systems, data storage, networking technologies, and software solutions ranging from architecture and construction to supercomputing and smart cities.",0,0
CONVIVO PFLEGE GMBH,Q - Human health and social work activities,Q,1995,29,In liquidation,2,2.0,96.0,96,84.0,104.0,-0.9807692307692307,104.0,0,0.0,0.0,0.0,0,-72.48393959254477,,,,,,0,0
OENTRICH & KNIRSCH GMBH BAUUNTERNEHMEN,F - Construction,F,1995,29,In liquidation,1,1.0,25.0,25,25.0,,,25.0,0,0.0,0.0,0.0,0,-65.80048106646605,,,,,,0,0
APEX GMBH INTERNATIONALE SPEDITION,H - Transportation and storage,H,1995,29,Active,10,10.0,10.0,10,8.0,,,11.0,0,,0.0,,0,0.0,GmbH,Both,Forwarding industry,"A logistics company specialized in international freight forwarding and logistics solutions based in Bremen, Germany.","Freight forwarding, customs clearance, international transport logistics",0,0
SWB ASSEKURANZ VERMITTLUNGS-GMBH,K - Financial and insurance activities,K,1995,29,Active,12,10.0,10.0,10,9.0,9.0,0.3333333333333333,12.0,0,,0.0,,0,6.265856918261115,GmbH,Not found,Branche: Tätigkeit von Versicherungsmaklerinnen und Versicherungsagenturen,"swb Assekuranz Vermittlungs-GmbH is a company based in Bremen, registered under Handelsregister Bremen HRB 15981 HB.",The company is active in the activities of insurance brokers.,0,0
"AS ABRECHNUNGSSTELLE FUER HEIL-, HILFS- UND PFLEGEBERUFE AG",N - Administrative and support service activities,N,1995,29,Active,386,259.0,245.0,211,216.0,,,386.0,1,0.0,0.0,0.0,1,22.30239163550063,AG,B2B,Healthcare industry (Healthcare sector),"Your billing and financial service provider for healing, assisting and nursing professions. The AS Abrechnungsstelle für Heil-, Hilfs- und Pflegeberufe AG supports the healthcare industry with performance billing in the areas of therapy aids, healthcare services and nursing services.","Billing and financial services for healthcare professionals, including billing for therapy aids (Heilmittel) and therapeutic aids (Hilfsmittel).",1,0
VIVOLO VIN OHG,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,G,1995,29,Active,30,30.0,30.0,30,,,,30.0,0,,0.0,,0,0.0,Other,Not found,Weinhändler und -Importeur,"VivoLo Vin OHG is an organic wine retailer based in Bremen, Germany, operating a wine shop and related wine trading activities.","Retail of organic wines, wine imports, including biodynamic wines from various countries",0,0
SOEFFGE BUERO-GEBAEUDE-TREPPENHAUSREINIGUNG GMBH & CO. KG,N - Administrative and support service activities,N,1995,29,Active,2800,2550.0,2500.0,2500,2500.0,2500.0,0.12,2800.0,0,0.0,0.0,0.0,0,3.849882037022079,GmbH & Co. KG,Both,Cleaning Services,"Söffge Büro-Gebäude-Treppenhausreinigung GmbH & Co. KG is a facilities cleaning and facility services company providing professional building cleaning, office cleaning, and building maintenance services with headquarters in Bremen, Germany.",Professional building and office cleaning services,0,0
GULLYVER GESELLSCHAFT FUER MOBILE INSPEKTIONSSYSTEME M.B.H.,"M - Professional, scientific and technical activities",M,1995,29,Active,11,11.0,11.0,10,10.0,11.0,0.0,11.0,0,0.0,0.0,0.0,0,3.228011545636722,GmbH,Not found,Engineering activities and related technical consultancy (7112),"Gullyver Gesellschaft für mobile Inspektionssysteme m.b.H. is a provider of visual inspection systems with headquarters in Bremen, Germany.","Inspection systems for sewers (Kanalinspektion), including push cameras, vehicle systems, and electric systems.",0,0
PAUL KOSSMANN GMBH & CO. KG,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,G,1995,29,Active,17,17.0,17.0,15,15.0,,,17.0,0,0.0,0.0,0.0,0,4.260360145884445,GmbH,Both,Kraftfahrzeughandel,"Autohaus Paul Kossmann GmbH & Co. KG is a Mercedes-Benz dealer and service provider in Bremen, Germany.","Mercedes-Benz new, used cars and spare parts and vehicle service (inspections, maintenance, repairs)",0,0
LIGHTPARTNER GMBH & CO. KG,C - Manufacturing,C,1995,29,Active,44,43.0,40.0,38,37.0,36.0,0.2222222222222222,44.0,0,0.0,0.0,0.0,0,5.008154675569521,GmbH & Co. KG,B2B,Manufacture of electric lighting equipment,"LightPartner is a leading provider of high-quality lighting solutions for the maritime industry and a manufacturer and supplier based in Bremen, Germany, with operations since 1995.","Develops, manufactures, and supplies high-quality lighting systems and solutions for vessels, including commercial and maritime applications.",0,0
BREMER SCHLUESSEL FRACHTVERMITTLUNGS GMBH,H - Transportation and storage,H,1995,29,Active,27,27.0,34.0,34,34.0,34.0,-0.20588235294117646,34.0,0,0.0,0.0,0.0,0,-7.396312150208761,GmbH,Not found,Freight forwarding and logistics,"Bremer Schlüssel Frachtvermittlungs GmbH is a forwarder based in Bremen, Germany that specializes in freight forwarding and transport arrangement.","Freight forwarding and transport services; dispositive and direct, express and service transports both within Germany and internationally.",0,0
AFA AGENTUR FUER ARBEITSVERMITTLUNG AG,N - Administrative and support service activities,N,1996,28,Active,15,15.0,15.0,15,15.0,15.0,0.0,15.0,0,0.0,0.0,0.0,0,0.0,Other,Not found,Staffing and Recruiting,"AfA Agentur für Arbeitsvermittlung AG is a staffing and recruiting company based in Bremen, Germany.","Staffing and recruiting, direct placement, employee leasing (Arbeitnehmerüberlassung)",0,0
DREISSIG A VERWALTUNGSGESELLSCHAFT MBH & CO. KOMMANDITGESELLSCHAFT,L - Real estate activities,L,1996,28,Active,28,28.0,28.0,27,27.0,27.0,0.037037037037037035,28.0,0,0.0,0.0,0.0,0,1.219632395855408,GmbH,Not found,Immobilien-Real Estate,"Dreißig A Verwaltungsgesellschaft mbH & Co. KG is a real estate management company based in Bremen that handles the administration and management of real estate properties, including apartments and residential buildings.","Property administration and management, real estate management, apartment management, and related real estate services.",0,0
BERGMANN GMBH,F - Construction,F,1996,28,Active,33,40.0,35.0,34,36.0,37.0,-0.10810810810810811,40.0,0,0.0,0.0,0.0,0,-0.9901640458590655,GmbH,B2C,"Gas-, Wasser-, Heizungs- sowie Lüftungs- und Klimainstallation","Bergmann GmbH is a company based in Bremen, Germany, operating in the field of sanitary, heating, and climate engineering.","Sanitary, heating, ventilation and climate engineering",0,0
TRAYPORT GERMANY GMBH,J - Information and communication,J,1996,28,Active,18,14.0,18.0,18,19.0,17.0,0.058823529411764705,19.0,0,0.0,0.0,0.0,0,0.0,GmbH,B2B,Software development and publishing / Technology services,"Trayport Germany GmbH is a limited liability company based in Bremen, offering software and digital platforms for energy trading and market access.","Desktop, server, and web-based software products for the energy trading and financial markets; electronic trading platforms and related market access solutions.",0,0
HENDRIK BERGEN E.K.,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,G,1996,28,Active,12,12.0,12.0,12,,,,12.0,0,,0.0,,0,0.0,Other,Not found,Retail sale of sporting equipment in specialised stores,"Hendrik Bergen e.K. is an enterprise headquartered in Bremen (28279), Arster Heerstr. 212, Germany.","Retailer focused on the sale of volleyball and handball equipment and clothing, with operations including an online shop.",0,0
MERENTIS GMBH,J - Information and communication,J,1996,28,Active,92,92.0,106.0,100,98.0,100.0,-0.08,106.0,0,0.0,0.0,0.0,0,-2.741117378114399,GmbH,B2B,Service provider,"For over 30 years, MERENTIS has been a partner for intelligent process automation and service, focusing on efficient, flexible, and proactive solutions.",Intelligent process automation (Prozessautomatisierung) and service provision. Additional references include designing communication strategies in Enterprise 2.0 environments.,0,0
MATERIALISE GMBH,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,G,2000,24,Active,67,67.0,67.0,67,67.0,,,67.0,0,0.0,0.0,0.0,0,0.0,GmbH,B2B,"Wholesale of computers, computer peripheral equipment and software",MATERIALISE GMBH is a company with the legal form Gesellschaft mit beschränkter Haftung. Its corporate purpose is distribution of software and provision of services in the field of prototyping and small series. The group operates 3D printing solutions for flexible volume manufacturing of industrial applications and drives mass personalization.,Distribution of software and provision of services in the field of prototyping and small series; 3D printing solutions for industrial applications and mass personalization; Materialise Magics 3D Print Suite.,0,0
BLG AUTOTERMINAL DEUTSCHLAND GMBH & CO. KG,H - Transportation and storage,H,1995,29,Active,270,270.0,270.0,270,270.0,,,270.0,0,0.0,0.0,0.0,0,0.0,GmbH & Co. KG,B2B,Automotive logistics,BLG AutoTerminal Deutschland GmbH & Co. KG is the Bremen branch of BLG Logistics Group AG & Co. KG and operates as an automotive logistics affiliate.,"Automotive logistics and auto terminal operations, including international vehicle transport",0,0
ROOMS AND PLACES GMBH,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,G,1996,28,In liquidation,1,1.0,14.0,14,14.0,13.0,-0.9230769230769231,14.0,0,0.0,0.0,0.0,0,-58.50867333168783,,,,,,0,0
REHAVISTA GMBH,S - Other service activities,S,1999,25,Active,155,152.0,150.0,147,144.0,83.0,0.8674698795180723,155.0,0,0.0,0.0,0.0,0,1.782111095927252,Other,B2B,Augmentative and alternative communication (AAC) / assistive technology,REHAVISTA is a provider of augmentative and alternative communication (AAC) solutions for children and adults who cannot use speech.,"Eye control devices, communicators, and software for augmentative communication.",0,0
METSAE BOARD DEUTSCHLAND GMBH,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,G,1995,29,Active,31,54.0,49.0,54,51.0,54.0,-0.42592592592592593,57.0,0,0.0,0.0,0.0,0,-16.8894841293559,GmbH,Not found,Paper products,"Metsä Board Deutschland GmbH is an international paperboard company located in Bremen, Germany.","The company distributes paper products, including printing and office papers, cartons, and container boards.",0,0
DS-MINERALOEL GMBH,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,G,2004,20,Active,61,65.0,53.0,51,50.0,50.0,0.22,65.0,0,0.0,0.0,0.0,0,6.149972576698226,GmbH,Both,Mineralölhandel und -handelsvertretung,"DS-Mineralöl GmbH is an importer and wholesaler of mineral oil products and wood pellets, based in Bremen, Germany.","Heating oil, diesel, petrol, wood pellets and AdBlue",0,0
ANHEUSER-BUSCH INBEV GERMANY HOLDING GMBH,"M - Professional, scientific and technical activities",M,2001,23,Active,112,1774.0,1826.0,111,1826.0,1852.0,-0.9395248380129589,2113.0,0,0.0,0.0,0.0,0,0.2994029841933088,GmbH,Not found,drink and brewing company,"The German holding company manages its own assets and provides services in human resources, finance, law and IT to its affiliated companies.","The group is the maker of more than 500 iconic global and local beer brands and brews at its production locations in Bremen, Munich, Wernigerode and Issum.",0,0
DS CARD + DRIVE GMBH,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,G,2000,24,Active,39,41.0,38.0,33,37.0,36.0,0.08333333333333333,41.0,0,0.0,0.0,0.0,0,5.726427034643122,Other,B2B,Fuel supply,DS card + drive GmbH is a subsidiary of the Diersch & Schröder Group and operates as a mobility service provider in the tankpool24 petrol station network.,DS card + drive operates fuel stations and supplies fuel services within the tankpool24 network of card-operated filling stations.,0,0
SCANDINAVIAN TOBACCO GROUP DEUTSCHLAND GMBH,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,G,2003,21,Active,76,75.0,76.0,72,101.0,,,101.0,0,0.0,0.0,0.0,0,1.818579071493431,GmbH,Both,Tobacco industry; Cigars and pipe tobacco,"Scandinavian Tobacco Group Deutschland GmbH is the German subsidiary of Scandinavian Tobacco Group, which is a world leader in cigars and traditional pipe tobacco.","Manufacturing and distributing cigars, pipe tobacco, and other tobacco-related products under various international and regional brands.",0,0
SV WERDER BREMEN GMBH & CO KG AA,"R - Arts, entertainment and recreation",R,2003,21,Active,599,538.0,502.0,513,367.0,552.0,0.08514492753623189,599.0,0,1.0,0.0,0.0,0,5.301967495850457,GmbH & Co. KG,Both,Sports Teams and Clubs,"SV Werder Bremen GmbH & Co KG aA is the legal entity of SV Werder Bremen, a German professional football club based in Bremen, founded in 1899, which competes in the Bundesliga and operates a large membership network.","Professional football operations, stadium management, youth development, ticket sales, merchandise, and media rights activities",0,0
RESMED DEUTSCHLAND GMBH,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,G,2000,24,Active,59,56.0,52.0,47,45.0,43.0,0.37209302325581395,59.0,0,0.0,0.0,0.0,0,7.874315066012949,GmbH,Not found,medical technology,ResMed Deutschland GmbH is a distributor of medical and scientific-technical devices and supplies for therapeutic care.,"Sale of medical and scientific-technical devices and equipment for sleep apnea, CO? therapy, and respiratory care.",0,0
SCAN GLOBAL LOGISTICS GMBH,H - Transportation and storage,H,2002,22,Active,142,65.0,61.0,70,84.0,83.0,0.7108433734939759,142.0,1,0.0,0.0,0.0,1,26.5892328909749,GmbH,B2B,freight forwarding and logistics,"Scan Global Logistics is a global freight forwarding company headquartered in Bremen, Germany.","End-to-end logistics solutions including air freight, ocean freight, rail, road transport, and warehousing services.",1,0
OHB DIGITAL CONNECT GMBH,C - Manufacturing,C,2001,23,Active,275,262.0,224.0,203,90.0,,,275.0,1,1.0,0.0,0.0,0,10.64850539038789,GmbH,B2B,Digital solutions / Ground segments and satellite operations,"OHB Digital Connect is the largest company within OHB SE's digital business segment and provides end-to-end solutions in the areas of ground segments and satellite operations, and develops applications for various sectors.","End-to-end solutions in ground segments, satellite operations, antenna systems, multi-mission control center, and application development, as well as earth observation solutions focusing on environmental and climate monitoring.",1,0
M.W. BOER VERWALTUNGSGESELLSCHAFT MBH,"M - Professional, scientific and technical activities",M,2001,23,Active,171,168.0,174.0,178,178.0,180.0,-0.05,191.0,0,0.0,0.0,0.0,0,-1.32843055671924,GmbH,Not found,Investment management,"Based in Bremen, Germany, M.W. Boer Verwaltungsgesellschaft mbH invests in various asset classes, including commodities contracts, tax liens, and venture capital investments.","Investing in commodities contracts, tax liens, and venture capital investments.",0,0
SEGHORN GMBH,K - Financial and insurance activities,K,2003,21,Active,171,184.0,202.0,211,200.0,194.0,-0.11855670103092783,211.0,0,0.0,0.0,0.0,0,-6.766665225544899,GmbH,B2B,Other activities of head offices,"Seghorn GmbH is a company headquartered in Bremen, Germany, with operations in credit management and debt collection services.","Debt collection services, enforcement of fines.",0,0
SWB BELEUCHTUNG GMBH,F - Construction,F,2004,20,Active,53,13.0,13.0,79,66.0,52.0,0.019230769230769232,79.0,0,0.0,0.0,0.0,0,-12.45804130673793,GmbH,Both,"öffentliche Beleuchtung, Straßenbeleuchtung, Beleuchtungsdienstleistungen",swb Beleuchtung GmbH is the specialist for lighting services in municipal street lighting in the northern German region and offers complete solutions for public lighting to cities and municipalities.,"Planning, installation, and maintenance of public street lighting; lighting management services; complete public lighting solutions",0,0
BREKO GMBH,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,G,2003,21,Active,20,21.0,21.0,21,22.0,24.0,-0.16666666666666666,24.0,0,0.0,0.0,0.0,0,-1.613185319380306,Other,Not found,food and beverage industry,"Breko is one of the leading suppliers of wines, spirits, food and health ingredients and offers a range of products for the food and beverage industry.","Wines, spirits, food and health ingredients for the food and beverage industry.",0,0
WSG WULSBUETTELER SANDGESELLSCHAFT MBH,"E - Water supply; sewerage, waste management and remediation activities",E,2000,24,Active (insolvency proceedings),29,29.0,18.0,13,13.0,,,29.0,1,1.0,0.0,0.0,1,30.66267604225949,GmbH,Both,Sand and material handling,"WSG Wulsbütteler Sandgesellschaft mbH is a company based in Bremen, Germany, operating in sand and material handling.","WSG provides collection and disposal services for soil, construction waste, asphalt, concrete, earth, stones, old aggregate, and topsoil.",1,0
TENTER'S BACKHAUS GMBH & CO. KOMMANDITGESELLSCHAFT,C - Manufacturing,C,2004,20,Active,130,117.0,109.0,103,114.0,108.0,0.2037037037037037,130.0,0,0.0,0.0,0.0,0,8.069226374488014,GmbH & Co. KG,B2C,bakery products,Tenter's Backhaus is a German bakery and confectionery company offering fresh baked goods and pastries.,"Fresh bread, rolls, snacks, wedding cakes, tarts, pies, and breakfast products.",0,0
WERKSTATT NORD GEMEINNUETZIGE GMBH,Q - Human health and social work activities,Q,2003,21,Active,82,88.0,85.0,77,67.0,68.0,0.20588235294117646,88.0,0,0.0,0.0,0.0,0,2.119271759516628,GmbH,Not found,Not found,"The Werkstatt Nord gemeinnützige GmbH is a non-profit company situated in Bremen, Germany, associated with the support and integration of people with disabilities.",Non-profit company engaged in providing occupational opportunities and services for people with disabilities in the context of social assistance and integration.,0,0
PFLEGE- UND SOZIALDIENST AKS GMBH,Q - Human health and social work activities,Q,2000,24,Active,116,119.0,110.0,119,104.0,102.0,0.13725490196078433,119.0,0,0.0,0.0,0.0,0,-0.8474983788527402,GmbH,B2C,Social services,"Pflege- und Sozialdienst AKS GmbH is an ambulatory care and social services provider offering nursing, counseling, and support in Bremen.","Ambulatory nursing, senior care, and individual support services at the customer's home",0,0
ROLAND BRAUEREI SERVICE GMBH,N - Administrative and support service activities,N,2003,21,Active,2024,25.0,2022.0,2021,2020.0,2019.0,0.0024764735017335313,2024.0,0,0.0,0.0,0.0,0,0.0494559922363802,GmbH,B2B,Sonstige Überlassung von Arbeitskräften (other provision of employees),"Roland Brauerei Service GmbH is a limited liability company based in Bremen, Germany, listed in the Bremen commercial register with HRB 21795.","The company is registered in the branch 'Other provision of employees' (Sonstige Überlassung von Arbeitskräften), indicating temporary staffing services.",0,0
MEVIS BREASTCARE GMBH & CO. KG,J - Information and communication,J,2002,22,Dissolved,24,27.0,34.0,38,39.0,42.0,-0.42857142857142855,42.0,0,0.0,0.0,0.0,0,-14.20225339003196,GmbH & Co. KG,B2B,Healthcare Technology Systems,MeVis BreastCare GmbH & Co. KG develops software applications for image-based screening and diagnosis of breast and liver diseases.,"Integrated reading software for breast imaging modalities, image-based liver surgery planning, and software engineering services for medical device development and consulting.",0,0
NOLTE GRUNDBAU GMBH,F - Construction,F,2000,24,Active,21,23.0,24.0,21,17.0,16.0,0.3125,24.0,0,1.0,0.0,0.0,0,0.0,GmbH,Not found,Bau von Anlagen für Flüssigkeiten,"It was incorporated in 2000 and is headquartered at Neuer Steindamm 4, 28719 Bremen. It operates in special geotechnical construction.","It performs special foundation constructions, including well boring works, cast pile wall works, bored piles, drilling, micropiles, sheet piling, and other specialized civil engineering operations.",0,0
NB TECHNOLOGIES GMBH,"M - Professional, scientific and technical activities",M,2004,20,Active,21,21.0,16.0,13,13.0,11.0,0.9090909090909091,21.0,1,1.0,0.0,0.0,0,17.33438845558204,GmbH,B2B,semiconductor and microsystems,"NB Technologies GmbH is a consulting and development company based in Bremen, Germany.",NB Technologies GmbH offers electrolytes for galvanic metallisation and chemical products for etching metals in the field of semiconductor and microsystems.,1,0
DT+P ARCHITEKTEN UND INGENIEURE GMBH,F - Construction,F,2004,20,Active,21,29.0,32.0,30,30.0,,,32.0,0,0.0,0.0,0.0,0,-11.20959982573994,GmbH,Not found,Architekten und Ingenieure,"dt+p Architekten und Ingenieure GmbH is an architectural firm in Bremen, Germany, that provides planning and engineering services.","Architectural and engineering services, development and project management of real estate properties",0,0
SANITAETSHAUS HUCHTING GMBH,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,G,2003,21,Active,10,10.0,11.0,11,10.0,10.0,0.0,11.0,0,0.0,0.0,0.0,0,-3.127069384853576,GmbH,Both,Einzelhandel mit medizinischen und orthopädischen Artikeln,Sanitätshaus Huchting GmbH is located in Bremen and operates as a specialist retailer providing medical and orthopaedic goods.,"Retail sale of medical and orthopaedic goods, specialist orthopaedic footwear technology",0,0
ROEHLIG DEUTSCHLAND GMBH & CO. KG,H - Transportation and storage,H,2001,23,Active,230,230.0,230.0,230,230.0,,,230.0,0,0.0,0.0,0.0,0,0.0,Other,Not found,Logistics Company,Röhlig??????1852?????????????????????,??????????????,0,0
ATLANTIC HOTEL RENNBAHN GMBH,I - Accommodation and food service activities,I,2003,21,Active,89,84.0,72.0,50,62.0,71.0,0.2535211267605634,90.0,1,1.0,0.0,0.0,1,21.19182741060379,GmbH,Not found,operation of a hotel with integrated restaurant area as well as a seating grandstand with an intrigued restaurant area as well as another gastronomy provision,"Atlantic Hotel Rennbahn GmbH is a company headquartered in Bremen, Germany.",Operation of a hotel with integrated restaurant area as well as a seating grandstand with an intrigued restaurant area as well as another gastronomy provision.,1,0
PERSONAL POWER GMBH PERSONALDIENSTLEISTUNG,N - Administrative and support service activities,N,2000,24,Active,166,130.0,146.0,197,168.0,159.0,0.0440251572327044,258.0,0,0.0,0.0,0.0,0,-5.547392018771557,GmbH,B2B,Personal Service/Personaldienstleistungen,"Personal Power GmbH Personaldienstleistung is a personnel service provider based in Bremen, Germany, offering staffing solutions and recruitment services.","Personal placement/temporary staffing, permanent placement/recruitment, services for sectors including warehouse/logistics, skilled trades, medical, and office roles.",0,0
MEDICAL HELPLINE WORLDWIDE GMBH,N - Administrative and support service activities,N,2001,23,Active,39,34.0,34.0,32,25.0,31.0,0.25806451612903225,39.0,0,1.0,0.0,0.0,0,6.816467042447916,GmbH,Not found,Not found,Medical Helpline Worldwide GmbH has been providing comprehensive medical and organisational support services for over 20 years to private clients as well as ...,"medical and organisational support services, Medical and health-related assistance",0,0
INGENIEURBUERO WICHMANN GMBH,"M - Professional, scientific and technical activities",M,2003,21,Active,27,29.0,27.0,32,31.0,31.0,-0.12903225806451613,32.0,0,0.0,0.0,0.0,0,-5.505921257884516,GmbH,Not found,Planning office; planning of technical building equipment,Ingenieurbüro Wichmann GmbH is a planning office specializing in the technical equipment of buildings in the northern Germany region.,"Technical equipment planning for buildings, feasibility studies, design, planning, construction supervision, structural analysis, building physics verification, project management, and general planning. Customers include architects, landscape architects, engineers, and students.",0,0
CHIMERA BIOTEC GMBH,C - Manufacturing,C,2000,24,Active,24,24.0,22.0,23,22.0,20.0,0.2,24.0,0,0.0,0.0,0.0,0,1.42876446230169,GmbH,Both,Sand and material handling,"WSG Wulsbütteler Sandgesellschaft mbH is a company based in Bremen, Germany, operating in sand and material handling.","WSG provides collection and disposal services for soil, construction waste, asphalt, concrete, earth, stones, old aggregate, and topsoil.",0,0
UZE ADS EUROPE GMBH,"M - Professional, scientific and technical activities",M,2000,24,In liquidation,16,16.0,16.0,17,16.0,18.0,-0.1111111111111111,18.0,0,0.0,0.0,0.0,0,-2.000538994071077,,,,,,0,0
ZECH UMWELT GMBH,"E - Water supply; sewerage, waste management and remediation activities",E,2001,23,Active,240,240.0,240.0,240,240.0,,,240.0,0,0.0,0.0,0.0,0,0.0,GmbH,Not found,environmental management,ZECH Umwelt GmbH is a service provider in Bremen that focuses on environmental management and related technologies.,"its service offering includes surface recycling, biological soil treatment, soil washing, substance stream management, and earthworks.",0,0
"HOTEL NORDRAUM, INHABER KAI-UWE ECKER E.K.",I - Accommodation and food service activities,I,2001,23,Dissolved,1,22.0,22.0,20,20.0,15.0,-0.9333333333333333,22.0,0,0.0,0.0,0.0,0,-63.15968501359612,Other,Not found,Hotels,"Hotel NordRaum is a 3-star hotel in Bremen, Germany, offering 88 modernly designed rooms.","Hotel accommodation, buffet breakfast",0,0
HOEGER HUMAN SERVICE GMBH,N - Administrative and support service activities,N,2003,21,Active,12,12.0,12.0,12,12.0,,,12.0,0,0.0,0.0,0.0,0,0.0,GmbH,B2B,Personaldienstleistung / Zeitarbeit / Personaleinsatz,"Höger Human Service GmbH is a limited liability company based in Bremen, Germany, operating as a staffing agency for the provision of labor and staff.",Provision of personnel on a temporary and project basis in line with legal requirements for temporary agency work.,0,0
IMPETUS GMBH & CO. BIOSCIENCE KG,"M - Professional, scientific and technical activities",M,2002,22,Active,31,35.0,35.0,30,27.0,28.0,0.10714285714285714,35.0,0,0.0,0.0,0.0,0,1.098989096313252,GmbH & Co. KG,B2B,Other research and experimental development on natural sciences and engineering,"Impetus GmbH & Co. Bioscience KG is an independent and accredited GMO testing laboratory based in Bremen, Germany.","Molecular testing for GMOs, customized development, clinical trial management system (CMS) analytics, microbiology testing, and Halal certification services.",0,0
SENIORENZENTRUM NORDHOLZER TANNEN GMBH,Q - Human health and social work activities,Q,2004,20,In liquidation,1,1.0,50.0,50,47.0,60.0,-0.9833333333333333,60.0,0,0.0,0.0,0.0,0,-72.85582383405094,,,,,,0,0
BIOFRUSAN-HANDELSGESELLSCHAFT MBH,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,G,2004,20,Active,11,11.0,11.0,11,10.0,11.0,0.0,11.0,0,0.0,0.0,0.0,0,0.0,GmbH,Not found,Wholesale of food or non-alcoholic beverages (46389),"BIOFRUSAN Handelsgesellschaft mbH is a trading company based in Bremen, Germany.",Procurement and distribution of fresh fruit and nut products from organic cultivation.,0,0
ENERGY GRID SERVICE GMBH,N - Administrative and support service activities,N,2004,20,Active,123,88.0,87.0,162,134.0,124.0,-0.008064516129032258,162.0,0,0.0,0.0,0.0,0,-8.771605420026196,GmbH,B2B,Services in the field of electro-technical infrastructure of energy plants,"energy grid service GmbH is a provider of electrical infrastructure and services for renewable energy plants in Bremen, Germany.",Electrical infrastructure and services for wind and solar plants; electro-technical infrastructure services for energy plants.,0,0
GRIEPENSTROH PERSONALVERMITTLUNG GMBH,N - Administrative and support service activities,N,2002,22,Active,11,11.0,10.0,10,,,,11.0,0,,0.0,,0,3.228011545636722,GmbH,B2B,Personaldienstleister (personnel agency),GRIEPENSTROH PERSONALVERMITTLUNG is an owner-managed personnel agency focused on direct placement for medium-sized enterprises in the Bremen region.,Direct placement (interim staffing and employment services) for the workplace,0,0
WPD ONSHORE GMBH & CO. KG,K - Financial and insurance activities,K,2004,20,Active,252,252.0,252.0,252,252.0,,,252.0,0,0.0,0.0,0.0,0,0.0,GmbH & Co. KG,Not found,renewable energy,"WPD plans and operates wind projects as well as solar projects in Germany, Europe, Asia and on the American continent.","Wind and solar projects, renewable energy development and operation",0,0
CHRISTOFFERS BAUSTOFFE E.K.,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,G,2004,20,Active,10,10.0,10.0,11,,,,11.0,0,,0.0,,0,-3.127069384853576,Other,Both,Baustoffhandel / Construction Materials,"Christoffers Baustoffe e.K. is a sole proprietorship (Einzelunternehmen) established in 2004 and registered as a Registered Trader (Einzelkaufmann) in Bremen, Germany.",Building materials trading; construction materials supply,0,0
HAENJES VERLAGSDIENSTLEISTUNGEN GMBH,"M - Professional, scientific and technical activities",M,2004,20,Active,27,24.0,24.0,23,19.0,17.0,0.5882352941176471,27.0,0,0.0,0.0,0.0,0,5.490166075087788,GmbH,Not found,Publishing of newspapers,"Management consulting for newspaper publishers, publishing services of all kinds for third parties and telephone marketing.",Management consulting for newspaper publishers; publishing services for third parties; telephone marketing.,0,0
"GRUNDBAULABOR BREMEN, INGENIEURGESELLSCHAFT FUER GEOTECHNIK MBH","M - Professional, scientific and technical activities",M,2004,20,Active,33,30.0,32.0,30,27.0,33.0,0.0,33.0,0,0.0,0.0,0.0,0,3.228011545636722,GmbH,Not found,Construction,Grundbaulabor Bremen Ingenieurgesellschaft für Geotechnik MbH is a geotechnical engineering office in Bremen offering geotechnical investigation services for construction projects.,"Geotechnical investigations, ground surveys, and technical consulting for construction projects.",0,0
